"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"4/25/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found inside","Selasphorus spp.","6106_ALHU"
"4/23/2007","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","3263_ANHU"
"5/10/2003","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2484_ANHU"
"5/24/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6735_ALHU"
"7/29/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3358_ANHU"
"3/16/2003","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2415_ANHU"
"11/8/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1136_ANHU"
"12/20/2014","Died","malibu","Yes","ANHU","Male","adult-like",4,"Winter","found on the ground","Non-selasphorus spp.","6331_ANHU"
"7/1/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2083_ANHU"
"9/22/2016","Died","Santa Barbara","Yes","Non-selasphorus","unknown","Nestling",0,"Fall","caught by domestic animal","Non-selasphorus spp.","6926_ANHU"
"6/16/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4764_ANHU"
"8/21/1998","Died","Lindsey","No","BCHU","Female-like ","adult-like",7,"Summer","nest-related","Non-selasphorus spp.","1492_BCHU"
"3/29/2009","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3666_ANHU"
"12/31/2015","Released","malibu","No","ANHU","Female-like ","adult-like",262,"Winter","unknown","Non-selasphorus spp.","6561_ANHU"
"5/22/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2887_ANHU"
"7/16/1998","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1470_ANHU"
"10/19/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","unknown","Non-selasphorus spp.","4314_ANHU"
"6/14/2014","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5047_ANHU"
"4/13/2003","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2448_ANHU"
"4/27/2008","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","3484_ANHU"
"6/23/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",3,"Summer","found on the ground","Non-selasphorus spp.","6150_ANHU"
"4/25/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1218_ANHU"
"6/22/2012","Released","malibu","No","Selasphorus","Female-like ","adult-like",-365,"Summer","unknown","Selasphorus spp.","6003_ALHU"
"6/24/2000","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1872_ANHU"
"5/2/2013","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","5796_ALHU"
"3/20/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3654_ANHU"
"11/13/2010","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","4072_ANHU"
"11/23/2016","Died","malibu","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","6827_ANHU"
"7/14/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","3788_ANHU"
"7/23/1996","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","1107_ALHU"
"6/1/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","3974_ANHU"
"10/28/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","2977_ANHU"
"8/13/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","2112_ANHU"
"5/29/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1427_ANHU"
"9/5/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","1905_ANHU"
"3/8/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",7,"Spring","nest-related","Non-selasphorus spp.","2810_ANHU"
"9/18/2010","Released","Lindsey","No","ANHU","Male","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","4058_ANHU"
"12/26/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3840_ANHU"
"6/21/1998","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1445_ANHU"
"11/12/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","932_ANHU"
"10/4/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5717_ANHU"
"4/5/1993","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","420_ANHU"
"3/19/2016","Released","Santa Barbara","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","6854_ANHU"
"3/29/2014","Died","Lindsey","No","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4923_ANHU"
"5/12/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5000_ANHU"
"2/25/2002","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","2163_ANHU"
"10/22/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","4821_ANHU"
"7/24/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1896_ANHU"
"2/21/1998","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","caught by domestic animal","Non-selasphorus spp.","1340_ANHU"
"5/1/2014","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","4980_ALHU"
"3/9/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3217_ANHU"
"3/6/2015","Released","Lindsey","No","ANHU","Male","adult-like",1,"Spring","unknown","Non-selasphorus spp.","5199_ANHU"
"6/29/1993","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","510_ANHU"
"2/16/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3865_ANHU"
"5/14/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",2,"Spring","unknown","Selasphorus spp.","6709_ALHU"
"4/2/2009","Died","Lindsey","No","BCHU","Male","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3676_BCHU"
"6/23/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","328_ANHU"
"7/21/2010","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Summer","found on the ground","Non-selasphorus spp.","4029_ANHU"
"11/20/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","4829_ANHU"
"4/2/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3899_ANHU"
"1/28/2005","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","2789_ANHU"
"1/21/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4595_ANHU"
"1/3/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4088_ANHU"
"3/29/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1197_ANHU"
"9/3/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1496_ANHU"
"4/8/1994","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","603_ANHU"
"7/1/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","1280_ANHU"
"6/18/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found inside","Non-selasphorus spp.","3994_ANHU"
"11/12/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","6821_ALHU"
"7/21/1999","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1692_ANHU"
"6/13/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3106_ANHU"
"5/29/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1642_ANHU"
"6/19/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1443_ANHU"
"5/23/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3964_ANHU"
"7/6/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1095_ANHU"
"4/19/1999","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","1598_ANHU"
"4/3/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5563_ANHU"
"6/28/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2527_ANHU"
"4/18/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","4959_ANHU"
"3/23/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","225_ANHU"
"11/8/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2980_ANHU"
"5/5/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","89_ANHU"
"7/13/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5684_ANHU"
"2/13/2008","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3417_ANHU"
"7/13/1996","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",11,"Summer","found on the ground","Non-selasphorus spp.","1102_ANHU"
"5/31/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","111_ANHU"
"7/7/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1097_ANHU"
"5/30/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","window hit","Selasphorus spp.","6122_ALHU"
"6/30/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","888_ANHU"
"3/5/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3635_ANHU"
"5/1/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","458_ANHU"
"12/18/2008","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found inside","Non-selasphorus spp.","3594_ANHU"
"11/12/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Fall","found on the ground","Selasphorus spp.","5910_ALHU"
"5/26/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4219_ANHU"
"8/3/1999","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",1,"Summer","caught by domestic animal","Selasphorus spp.","1698_ALHU"
"4/8/2014","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6086_ANHU"
"11/29/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Fall","caught by domestic animal","Selasphorus spp.","5913_ALHU"
"4/21/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6209_ALHU"
"4/6/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4417_ANHU"
"4/27/2015","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5296_ANHU"
"5/27/2003","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2496_ANHU"
"4/24/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1605_ANHU"
"4/27/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2861_ANHU"
"5/4/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4195_ANHU"
"6/13/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5975_ALHU"
"7/15/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4529_ANHU"
"6/3/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","300_ANHU"
"5/4/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5798_ALHU"
"2/24/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3624_ANHU"
"5/27/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5952_ALHU"
"6/17/2015","Released","malibu","Yes","ANHU","Female-like ","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","6463_ANHU"
"3/17/2014","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6187_ALHU"
"1/29/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","1149_ANHU"
"5/7/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","837_ANHU"
"6/29/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3541_ANHU"
"7/3/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4269_ANHU"
"1/30/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4091_ANHU"
"5/31/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1838_ANHU"
"3/28/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2645_ANHU"
"5/29/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4226_ANHU"
"4/9/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1789_ANHU"
"7/24/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3357_ANHU"
"12/30/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5465_ANHU"
"3/16/2015","Released","malibu","No","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","6544_ANHU"
"3/3/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1971_ANHU"
"7/1/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","1686_ANHU"
"3/3/1996","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","965_ALHU"
"4/4/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","2842_ALHU"
"7/12/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","520_ANHU"
"11/26/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",2,"Fall","found on the ground","Non-selasphorus spp.","4077_ANHU"
"1/19/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4864_ANHU"
"4/1/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","suspect torpor-like state","Non-selasphorus spp.","3239_ANHU"
"4/7/2016","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5570_ANHU"
"6/7/2000","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1846_ANHU"
"12/30/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1522_ANHU"
"10/28/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",7,"Fall","caught by domestic animal","Non-selasphorus spp.","3163_ANHU"
"7/22/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2751_ANHU"
"6/7/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5964_ALHU"
"5/28/2014","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","5016_ANHU"
"7/22/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3356_ANHU"
"3/18/1999","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1558_ANHU"
"2/15/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4360_ANHU"
"6/3/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1433_ANHU"
"6/23/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6770_ANHU"
"2/25/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Winter","found on the ground","Non-selasphorus spp.","2164_ANHU"
"6/29/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",4,"Summer","unknown","Selasphorus spp.","6009_ALHU"
"4/26/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","454_ANHU"
"2/21/2013","Died","malibu","No","ANHU","Female-like ","adult-like",2,"Winter","unknown","Non-selasphorus spp.","5742_ANHU"
"6/9/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5370_ANHU"
"7/4/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6012_ALHU"
"7/5/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6013_ALHU"
"5/5/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2685_ANHU"
"12/16/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4586_ANHU"
"2/28/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2806_ANHU"
"7/24/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","529_ANHU"
"6/4/2014","Died","malibu","Yes","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6126_BCHU"
"4/1/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5559_ANHU"
"4/22/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","444_ANHU"
"11/22/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","3170_ANHU"
"6/5/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","window hit","Selasphorus spp.","5838_ALHU"
"3/23/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5225_ANHU"
"6/16/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6305_ALHU"
"12/8/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5136_ANHU"
"6/29/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2941_ANHU"
"5/7/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","637_ANHU"
"5/28/1991","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","106_ANHU"
"8/1/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","353_ANHU"
"8/13/2011","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","4296_ALHU"
"4/1/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3897_ANHU"
"4/18/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","75_ANHU"
"6/7/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4242_ANHU"
"3/21/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","38_ANHU"
"6/26/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","136_ANHU"
"7/17/1995","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",2,"Summer","found on the ground","Selasphorus spp.","900_ALHU"
"5/8/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3492_ANHU"
"5/25/2011","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","nest-related","Non-selasphorus spp.","4214_ANHU"
"3/2/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","4109_ANHU"
"8/3/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4798_ANHU"
"4/15/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2217_ANHU"
"5/26/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",-1,"Spring","unknown","Selasphorus spp.","5951_ALHU"
"3/11/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","suspect torpor-like state","Non-selasphorus spp.","2409_ANHU"
"8/28/2013","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5888_ANHU"
"9/8/1997","Released","Lindsey","No","BCHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","1304_BCHU"
"4/14/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","615_ANHU"
"4/16/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","1386_ANHU"
"5/2/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3275_ANHU"
"2/22/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4613_ANHU"
"6/19/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1265_ANHU"
"4/20/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4962_ANHU"
"5/2/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5795_ALHU"
"4/23/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","5584_ANHU"
"3/13/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","1986_ANHU"
"4/21/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5284_ANHU"
"6/26/2009","Released","Lindsey","No","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3767_BCHU"
"11/29/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2136_ANHU"
"12/24/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2360_ANHU"
"7/23/2011","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4282_ANHU"
"5/23/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","646_ANHU"
"8/2/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","found inside","Non-selasphorus spp.","3360_ANHU"
"4/27/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3077_ANHU"
"4/5/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4415_ANHU"
